movieId,cast
4535,Tom Burlinson|Terence Donovan|Kirk Douglas|Tommy Dysart|Bruce Kerr|David Bradshaw|Sigrid Thornton|Jack Thompson|Tony Bonner|June Jago|Chris Haywood|Kristopher Steele|Gus Mercurio|Howard Eynon|Lorraine Bayly|
4537,Christine Lahti|River Phoenix|Judd Hirsch|Jonas Abry|Martha Plimpton|Ed Crowley|Steven Hill|Augusta Dabney|David Margulies|Lynne Thigpen|Marcia Jean Kurtz|Sloane Shelton|Justine Johnston|Herb Lovelle|
4538,Glenda Jackson|Stratford Johns|Nickolas Grace|Douglas Hodge|Denis Lill|Russell Lee Nash|Ken Russell|David Doyle|Warren Saire|Kenny Ireland|Michael Van Wijk|Paul Clayton|Imogen Claire|Tim Potter|
4539,Draco Rosa|Rodney Harvey|Magali Alvarado|Miranda Garrison|Moon Orona|Angela Alvarado|Loyda Ramos|Valente Rodriguez|Daniel Rojo|Humberto Ortiz|Roxan Flores|Robert Gould|Chesher Cat|Debra Ortega|Renee Victor|
4541,Bill Pullman|Cathy Tyson|Zakes Mokae|Paul Winfield|Brent Jennings|Conrad Roberts|Badja Djola|Theresa Merritt|Michael Gough|Paul Guilfoyle|Dey Young|Aleta Mitchell|William Newman|Jaime Pina Gautier|Evencio Mosquera Slaco|
4543,Sidney Poitier|Tom Berenger|Kirstie Alley|Clancy Brown|Richard Masur|Andrew Robinson|Kevin Scannell|Frederick Coffin|Michael MacRae|Robert Lesser|Milton Selzer|Les Lannom|Walter Marsh|Sam Hiona|
4544,Tim Blaney|Fisher Stevens|Michael McKean|Cynthia Gibb|Jack Weston|Dee McCafferty|David Hemblen|Don Lake|Jason Kuriloff|Robert LaSardo|Lili Francks|Wayne Best|Gerard Parkes|
4545,Ally Sheedy|Steve Guttenberg|Fisher Stevens|Austin Pendleton|Brian McNamara|Tim Blaney|John Garber|Penny Santon|Vernon Weddle|Barbara Tarbuck|Tom Lawrence|Fred Slyter|Billy Ray Sharkey|
4546,Gene Bervoets|Johanna ter Steege|Gwen Eckhaus|Tania Latarjet|Lucille Glenn|Roger Souza|Pierre Forget|Didier Rousset|Robert Lucibello|David Bayle|Doumee|
4550,Kathleen Turner|Burt Reynolds|Christopher Reeve|Ned Beatty|Henry Gibson|George Newbern|Al Waxman|Ken James|Barry Flatman|Ted Simonett|Anthony Sherwood|Joe Silver|Charles Kimbrough|Monica Parker|Allan Royal|
4552,Kei Fujiwara|Nobu Kanaoka|Naomasa Musaka|Renji Ishibashi|
4553,Roddy Piper|Keith David|Meg Foster|Peter Jason|Jason Robards III|John Lawrence|Susan Barnes|Sy Richardson|Wendy Brainard|Lucille Meredith|Susan Blanchard|Norman Alden|Dana Bratton|
4555,Anne Bancroft|Matthew Broderick|Harvey Fierstein|Brian Kerwin|Karen Young|Eddie Castrodad|Ken Page|Charles Pierce|Axel Vera|Benji Schulman|Nick Montgomery|Robert Neary|Kim Clark|Stephanie Penn|Geoffrey Harding|
4557,Jeff Bridges|Joan Allen|Martin Landau|Frederic Forrest|Mako|Elias Koteas|Christian Slater|Nina Siemaszko|Anders Johnson|Corin Nemec|Marshall Bell|Peter Donat|Dean Goodman|
4558,Arnold Schwarzenegger|Danny DeVito|Kelly Preston|Chloe Webb|Bonnie Bartlett|Trey Wilson|Marshall Bell|David Caruso|Nehemiah Persoff|Maury Chaykin|Tony Jay|Tom McCleister|David Efron|Peter Dvorsky|
4559,Judge Reinhold|Fred Savage|Corinne Bohrer|Swoosie Kurtz|Jane Kaczmarek|David Proval|William Prince|Gloria Gifford|Beverly Archer|Richard Kind|Charles Lucia|Ajay Naidu|Raymond Rosario|
4560,Michael Ironside|Christopher Cary|Graeme Campbell|Lala Sloatman|Corey Haim|Dale Wilson|Blu Mankuma|Colleen Winton|Duncan Fraser|Barbara Williams|Lou Bollo|Jason Priestley|Matt Hill|Andrew Markey|
4561,Zach Galligan|Jennifer Bassey|Joe Baker|Deborah Foreman|Michelle Johnson|David Warner|Eric Brown|Clare Carey|Buckley Norris|Dana Ashbrook|Micah Grant|Jack David Walker|Nelson Welch|
4562,Michael Caine|Ben Kingsley|Jeffrey Jones|Lysette Anthony|Paul Freeman|Nigel Davenport|Pat Keen|Peter Cook|Tim Killick|Matthew Savage|John Warner|Matthew Sim|Harold Innocent|George Sweeney|Murray Ewan|
4563,Yahoo Serious|Odile Le Clezio|John Howard|Peewee Wilson|Su Cruickshank|Lulu Pinkus|Kaarin Fairfax|Michael Lake|Jonathan Coleman|Johnny McCall|Michael Blaxland|Ray Fogo|Terry Pead|Alice Pead|Frank McDonald|
4564,Richard Dreyfuss|Holly Hunter|Brad Johnson|John Goodman|Audrey Hepburn|Roberts Blossom|Keith David|Ed Van Nuys|Marg Helgenberger|Dale Dye|Brian Haley|James Lashly|Michael Steve Jones|Kim Robillard|Jim Sparkman|
4565,Michael Dudikoff|Steve James|Judie Aronson|Guich Koock|John Fujioka|Don Stewart|John LaMotta|Tadashi Yamashita|Phillip Brock|Tony Carreon|Roi Vinzon|Manolet Escudero|Greg Rocero|Berto Spoor|Michael Hackbart|
4566,Michael Dudikoff|Steve James|Larry Poindexter|Gary Conway|Jeff Celentano|Michelle Botes|Mike Stone|Len Sparrowhawk|Jonathan Pienaar|Bill Curry|Dennis Folbigge|Elmo Fillis|Ralph Draper|John Pasternack|Gary Ford|
4567,David Bradley|Steve James|Marjoe Gortner|Yehuda Efroni|Calvin Jung|Adrienne Pierce|Grant Preston|Mike Huff|Alan Swerdlow|Thapelo Mofokeng|Eckard Rabe|Stephen Webber|Kevin Friedlander|
4568,Eric Roberts|Phillip Rhee|James Earl Jones|Sally Kirkland|Chris Penn|John Dye|David Agresta|Tom Everett|Louise Fletcher|Edan Gross|Simon Rhee|Master Hee Il Cho|James Lew|Ken Nagayama|
4569,Eric Roberts|Phillip Rhee|Chris Penn|Edan Gross|Ralf Moeller|Meg Foster|Sonny Landham|Wayne Newton|Betty Carvalho|Simon Rhee|Claire Stansfield|Hayward Nishioka|Ken Nagayama|Frank Salsedo|Stefanos Miltsakakis|
4570,Kevin Bacon|Emily Longstreth|Jennifer Jason Leigh|Michael McKean|Kim Miyori|Teri Hatcher|Dan Schneider|Jason Gould|Tracy Brooks Swope|Don Franklin|Gary Kroeger|Alice Hirson|Grant Owens|Fran Drescher|
4571,Keanu Reeves|Alex Winter|George Carlin|Terry Camilleri|Dan Shor|Tony Steedman|Rod Loomis|Al Leong|Jane Wiedlin|Clifford David|Bernie Casey|Amy Stoch|
4572,Michael Douglas|Andy Garcia|Ken Takakura|Kate Capshaw|John Spencer|Guts Ishimatsu|Miyuki Ono|John Costelloe|Stephen Root|Richard Riehle|
4573,Paul Newman|Lolita Davidovich|Jerry Hardin|Gailard Sartain|Jeffrey DeMunn|Garland Bunting|Richard Jenkins|Brandon Smith|Jay Chevalier|Robert Wuhl|Michael Brockman|Eloy Casados|James Harper|Teresa Gilmore|Dianne Brill|
4577,Sean Penn|Don Harvey|John Leguizamo|Thuy Thu Le|Erik King|Jack Gwaltney|Ving Rhames|Dan Martin|Dale Dye|Steve Larson|John Linton|Vyto Ruginis|Al Shannon|
4578,Cybill Shepherd|Mary Stuart Masterson|Christopher McDonald|Josef Sommer|Joe Grifasi|Henderson Forsythe|Susan Ruttan|Lester Lanin|Richard DeAngelis|Franchelle Stewart Dorn|Jacquelyn Drake|Don Richards|June Thorne|
4584,Jason Robards|Corey Feldman|Piper Laurie|Meredith Salenger|Harry Dean Stanton|Corey Haim|Susan Blakely|William McNamara|Matt Adler|Victoria Jackson|Alex Rocco|Ria Pavia|Lala Sloatman|Laura Lee Norton|John Ward|
4585,Michael Keaton|Christopher Lloyd|Peter Boyle|Stephen Furst|Dennis Boutsikaris|Lorraine Bracco|Philip Bosco|James Remar|Bill Goffi|Jack Duffy|Brad Sullivan|Larry Pine|Harold Surratt|Kenneth Raybourne|
4587,Geena Davis|Jeff Goldblum|Jim Carrey|Damon Wayans|Julie Brown|Michael McKean|Charles Rocket|Larry Linville|Rick Overton|Diane Stilwell|Juney Ellis|Felix Montano|Rick Hurst|Leslie Morris|Lisa Fuller|
4589,Tom Berenger|Joe Pantoliano|Matthew Laurance|Helen Schneider|David Wilson|Ellen Barkin|Kenny Vance|John Stockwell|Joe Cates|Barry Sand|Vebe Borge|Howard Johnson|Joey Balin|
4590,Ron Silver|Anjelica Huston|Lena Olin|Malgorzata Zajaczkowska|Alan King|Judith Malina|Rita Karin|Phil Leeds|Elya Baskin|Paul Mazursky|Zypora Spaisman|Arthur Grosser|Burney Lieberman|Nathaniel Katzman|
4591,Tim Robbins|Mickey Rooney|Eartha Kitt|Terry Jones|Imogen Stubbs|John Cleese|Tsutomu Sekine|Antony Sher|Gary Cady|Charles McKeown|Tim McInnerny|John Gordon Sinclair|Richard Ridings|Freddie Jones|Samantha Bond|
4592,John Travolta|Arye Gross|Kelly Preston|Deborah Foreman|James Keach|Jan Rubes|Charles Martin Smith|Mimi Maynard|Eve Brent|Rick Ducommun|Steve Levitt|Tony Edwards|Jack Ammon|Marc Reid|
4593,Sean Connery|Dustin Hoffman|Matthew Broderick|Rosanna DeSoto|Janet Carroll|Victoria Jackson|Bill McCutcheon|Deborah Rush|Marilyn Cooper|Salem Ludwig|Rex Everhart|James Tolkan|Marilyn Sokol|Tony DiBenedetto|
4600,Matthew Modine|Daphne Zuniga|Christine Lahti|Todd Field|John Scott Clough|Alice Carter|Robert Desiderio|Zakes Mokae|Clyde Kusatsu|John Petlock|Jan Munroe|Michael Flanagan|Don Perry|
4602,Eddie Murphy|Richard Pryor|Redd Foxx|Danny Aiello|Michael Lerner|Della Reese|Berlinda Tolbert|Stan Shaw|Jasmine Guy|Vic Polizos|Lela Rochon|David Marciano|Arsenio Hall|Thomas Mikal Ford|Uncle Ray Murphy|
4603,Tom Selleck|Paulina Porizkova|William Daniels|James Farentino|Hurd Hatfield|Ronald Guttman|Victor Argo|Patrick Wayne|Tess Harper|Bill Smitrovich|Bobo Lewis|Jane Welch|Austin Hay|Joan Copeland|
4605,Rachel Ward|Richard Wilson|Jacqueline Tong|John Shrapnel|Susan Wooldridge|Hugh Armstrong|Mick Ford|Jacqueline Pearce|Christopher Simon|Gino Melvazzi|Victor Lucas|Dawn Keeler|Kerryann White|Vivienne McKone|
4606,Glenn Close|James Woods|Mary Stuart Masterson|Kevin Dillon|Linda Darlow|Mimi Kennedy|Charles Levin|Alma Beltran|Jessica James|Ken Lerner|Jane Greer|Harrison Mohr|Matthew Moore|Kristen Sanderson|Merrilyn Gann|
4608,Tom Selleck|Laila Robins|David Rasche|Richard Young|Badja Djola|Todd Graff|Peter Van Norden|Terry Golden|Dennis Burkley|Vito Peterson|
4610,Kevin Kline|Susan Sarandon|Mary Elizabeth Mastrantonio|Harvey Keitel|Danny Aiello|Rod Steiger|Alan Rickman|Faye Grant|Kenneth Welsh|Jayne Haynes|Brian Tarantina|Bruce MacVittie|Bill Cobbs|Greg Walker|Tandy Cronyn|
4612,Lothaire Bluteau|Catherine Wilkening|Robert Lepage|Gilles Pelletier|Yves Jacques|Pauline Martin|Monique Miller|
4614,Dennis Alexio|Dennis Chan|Michel Qissi|Rochelle Ashana|Ka Ting Lee|Richard Foo|Ricky Liu|Tony Chan|Brad Kerner|Dean Harrington|Mark DiSalle|Richard Santoro|
4615,Stephen Lang|Jennifer Jason Leigh|Burt Young|Peter Dobson|Jerry Orbach|Stephen Baldwin|Jason Andrews|James Lorinz|Sam Rockwell|Maia Danziger|Camille Saviola|Ricki Lake|Cameron Johann|John Costelloe|Christopher Murney|
4616,Morgan Freeman|Beverly Todd|Robert Guillaume|Alan North|Lynne Thigpen|Robin Bartlett|Michael Beach|Ethan Phillips|Sloane Shelton|Karen Malina White|Karina Arroyave|Ivonne Coll|Regina Taylor|
4617,Richard Dreyfuss|David Johansen|Teri Garr|Jennifer Tilly|Allen Garfield|Edward Walsh|Richard Edson|David Schramm|John Roselius|Joseph Walsh|Ralph Seymour|Cynthia Nixon|Richard Dimitri|Robert Towers|Michelle Phillips|
4618,Peter Weller|Richard Crenna|Amanda Pays|Daniel Stern|Ernie Hudson|Michael Carmine|Lisa Eilbacher|Hector Elizondo|Meg Foster|Eugene Lipinski|Larry Dolgin|Pascal Druant|Steve Pelot|
4619,Fred Savage|Howie Mandel|Daniel Stern|Margaret Whitton|Rick Ducommun|Frank Whaley|Ben Savage|William Murray Weiss|Devin Ratray|Amber Barretto|Tom Hull|Magbee|Lisa Cain|Tony Bonsignore|
4621,John Travolta|Kirstie Alley|Olympia Dukakis|George Segal|Abe Vigoda|Bruce Willis|Twink Caplan|Jason Schaller|Jaryd Waterhouse|Jacob Haines|Christopher Aydon|Joy Boushel|Louis Heckerling|Brenda Crichlow|
4622,Patrick Dempsey|Kate Jackson|Robert Ginty|Nancy Valen|Dylan Walsh|Barbara Carrera|Bernie Coulson|Ray Girardin|Rob Camilletti|Vic Tayback|Kim Miyori|Robert Picardo|Kirstie Alley|Peter Koch|Carrie Fisher|
4623,Tom Berenger|Charlie Sheen|Corbin Bernsen|Margaret Whitton|James Gammon|Rene Russo|Wesley Snipes|Charles Cyphers|Chelcie Ross|Dennis Haysbert|Andy Romano|Bob Uecker|Steve Yeager|Peter Vuckovich|Stacy Carroll|
4624,Danny Mulheron|Donna Akersten|Stuart Devenie|Mark Hadlow|Ross Jolly|Brian Sergent|Mark Wright|
4625,Kris Kristofferson|Cheryl Ladd|Robert Joy|Lloyd Bochner|Brent Carver|David McIlwraith|Maury Chaykin|Al Waxman|Lawrence Dane|Thomas Hauff|Peter Dvorsky|Philip Akin|David Calderisi|
4626,Anthony Edwards|Mare Winningham|John Agar|Lou Hancock|Mykelti Williamson|Kelly Jo Minter|Kurt Fuller|Denise Crosby|Robert DoQui|Claude Earl Jones|Alan Rosenberg|Danny De La Paz|Earl Boen|Diane Delano|
4627,Holly Hunter|Mary Steenburgen|Tim Robbins|Alfre Woodard|Scott Glenn|Veanne Cox|Ann Wedgeworth|Trey Wilson|Amy Wright|Kathleen Chalfant|Robert Fieldsteel|Greg Germann|Avril Gentles|Bert Remsen|Angela Turner|
4628,Woody Allen|Marvin Chatinover|Mae Questel|Mia Farrow|Molly Regan|Ira Wheeler|Joan Bud|Jessie Keosian|Michael Rizzo|George Schindler|Bridgit Ryan|Larry David|Paul Herman|Herschel Rosen|
4629,Patrick Swayze|Liam Neeson|Adam Baldwin|Helen Hunt|Andreas Katsulas|Bill Paxton|Ben Stiller|Ted Levine|Del Close|Valentino Cimo|Paul Greco|Vincent Guastaferro|Paul Herman|Don Herion|
4630,Hulk Hogan|Joan Severance|Kurt Fuller|Mark Pellegrino|Bill Henderson|Charles Levin|David Paymer|Jesse Ventura|Gene Okerlund|Howard Finkel|Bill Eadie|Rebecca Wackler|Bruce Taylor|
4632,Gene Hackman|Joanna Cassidy|Tommy Lee Jones|John Heard|Dennis Franz|Pam Grier|Kevin Crowley|Ron Dean|Nathan Davis|Chelcie Ross|Joe Greco|Ike Pappas|Reni Santoni|Michael Skewes|
4634,Penn Jillette|Teller|Caitlin Clarke|David Patrick Kelly|Leonardo Cimino|Celia McGuire|Bill Randolph|John Miller|Ellen Whyte|Ted Neustadt|Tudor Sherrard|Billy Morrissette|Jon Cryer|Leonard Parker|Christopher Durang|
4636,Dolph Lundgren|Kim Miyori|Bryan Marshall|Nancy Everhard|Barry Otto|Brian Rooney|Zoska Aleece|Kenji Yamaki|Hirofumi Kanayama|Larry McCormick|Todd Boyce|Lani John Tupu|Gianfranco Negroponte|
4638,Sam Neill|Alessandro Nivola|Trevor Morgan|Michael Jeter|John Diehl|Laura Dern|Taylor Nichols|Mark Harelik|Julio Oscar Mechoso|Blake Michael Bryan|Sarah Danielle Madison|Linda Park|
4639,Julia Roberts|Billy Crystal|John Cusack|Hank Azaria|Stanley Tucci|Christopher Walken|Alan Arkin|Seth Green|Scot Zeller|Larry King|Steve Pink|Rainn Wilson|Eric Balfour|Marty Belafsky|
4640,Takeshi Kitano|Omar Epps|Claude Maki|Susumu Terajima|Royale Watkins|Lombardo Boyar|Ryo Ishibashi|James Shigeta|Tatyana Ali|Naomasa Musaka|Rino Katase|
4641,Thora Birch|Scarlett Johansson|Steve Buscemi|Brad Renfro|Illeana Douglas|Bob Balaban|Stacey Travis|Dave Sheridan|Tom McGowan|Debra Azar|Brian George|Pat Healy|Rini Bell|
4642,John Cameron Mitchell|Miriam Shor|Stephen Trask|Theodore Liscinski|Rob Campbell|Michael Aronov|Andrea Martin|Alberta Watson|Gene Pyrz|Michael Pitt|Karen Hines|Max Toulch|Maurice Dean Wint|Ermes Blarasin|
4643,Mark Wahlberg|Tim Roth|Helena Bonham Carter|Michael Clarke Duncan|Paul Giamatti|Estella Warren|David Warner|Kris Kristofferson|Erick Avari|Lucas Elliot Eberl|Evan Parke|Glenn Shadix|Freda Foh Shen|Chris Ellis|
4644,Licia Maglietta|Bruno Ganz|Giuseppe Battiston|Antonio Catania|Marina Massironi|Felice Andreasi|Vitalba Andrea|Tatiana Lepore|Daniela Piperno|Tiziano Cucchiarelli|Matteo Febo|Lina Bernardi|Mauro Marino|Antonia Miccoli|Ludovico Paladin|
4645,Masato Hagiwara|Tsuyoshi Ujiki|Anna Nakagawa|Denden|Masahiro Toda|Misayo Haruki|Shun Nakayama|Akira Otaka|Toshi Kato|Hajime Tanimoto|
4649,Janeane Garofalo|David Hyde Pierce|Michael Showalter|Marguerite Moreau|Paul Rudd|Zak Orth|Christopher Meloni|Molly Shannon|Gideon Jacobs|Ken Marino|Joe Lo Truglio|Michael Ian Black|Liam Norton|Amy Poehler|
4652,Louis Jourdan|Heather Locklear|Sarah Douglas|Dick Durock|Joey Sagal|Ace Mask|Monique Gabrielle|RonReaco Lee|Daniel Emery Taylor|Ralph Pace|Timothy Birch|Alex Van|Christopher Doyle|Rex Pierson|Tony Sears|
4654,Patrick Swayze|Kelly Lynch|Sam Elliott|Ben Gazzara|Julie Michaels|Red West|Sunshine Parker|Jeff Healey|Kevin Tighe|John Doe|Kathleen Wilhoite|Travis McKenna|Roger Hewlett|Kurt James Stefka|
4655,Raul Julia|Richard Jordan|Ana Alicia|Eddie Velez|Alejandro Bracho|Tony Plana|Harold Gould|Lucy Reina|Al Ruscio|Tony Perez|Robert Viharo|Harold Cannon|Claudio Brook|Martin LaSalle|
4658,Axel Jodorowsky|Blanca Guerra|Guy Stockwell|Thelma Tixou|Sabrina Dennison|Adan Jodorowsky|Faviola Elenka Tapia|Teo Jodorowsky|Mary Aranza|Sergio Bustamante|Gloriella|Zonia Rangel Mora|
4659,John Hurt|Joanne Whalley|Bridget Fonda|Ian McKellen|Leslie Phillips|Britt Ekland|Daniel Massey|Roland Gift|Jean Alexander|Alex Norton|Ronald Fraser|Paul Brooke|Keith Allen|Ralph Brown|
4660,Jacqueline Bisset|Ray Sharkey|Mary Woronov|Robert Beltran|Wallace Shawn|Arnetia Walker|Paul Bartel|Paul Mazursky|Edith Diaz|Rebecca Schaeffer|Barret Oliver|Jerry Tondo|Susan Saiger|Michael Feinstein|
4661,Al Pacino|Ellen Barkin|John Goodman|Michael Rooker|William Hickey|Richard Jenkins|Paul Calderon|Gene Canfield|Larry Joshua|John Spencer|Christine Estabrook|Barbara Baxley|Patricia Barry|Mark Phelan|
4662,Richard Pryor|Gene Wilder|Joan Severance|Kevin Spacey|Alan North|Anthony Zerbe|Louis Giambalvo|Kirsten Childs|Hardy Rawls|Audrie Neenan|Lauren Tom|John Capodice|George Bartenieff|Alexandra Neil|Tonya Pinkins|
4663,Tony Danza|Catherine Hicks|Wallace Shawn|Ami Dolenz|Laura Mooney|Derek McGrath|Dana Ashbrook|Matthew Perry|Michael Alaimo|Marcie Barkin|Diana Barrows|Jan Bina|Michael Bower|
4664,Pauline Collins|Tom Conti|Julia McKenzie|Alison Steadman|Joanna Lumley|Sylvia Syms|Bernard Hill|George Costigan|Anna Keaveney|Tracie Bennett|Ken Sharrock|Karen Craig|Gareth Jefferson|Gillian Kearney|Catharine Duncan|
4666,John Ritter|Vincent Gardenia|Alyson Reed|Joel Brooks|Julianne Phillips|Chelsea Field|Peter Donat|Don Gordon|Nina Foch|Denise Crosby|Michael Kidd|DeeDee Rescher Ball|Bryan Genesse|Bo Foxworth|Raye Hollitt|
4667,Bernadette Peters|Chris Sarandon|Mary Beth Hurt|Madeleine Potter|Adam Coleman Howard|Jsu Garcia|Charles McCaughan|John Harkins|Mercedes Ruehl|Joe Leeway|Anna Katarina|Bruce Peter Young|Michael Schoeffling|Steve Buscemi|Jonas Abry|
4670,Jill Schoelen|Shelley Hack|Charles Lanyer|Stephen Shellen|Robyn Stevan|Jeff Schultz|Lindsay Bourne|Anna Hagan|Gillian Barber|Blu Mankuma|Jackson Davies|Sandra Head|Gabrielle Rose|
4673,Sylvester Stallone|Kurt Russell|Teri Hatcher|Jack Palance|Brion James|James Hong|Marc Alaimo|Philip Tan|Lewis Arquette|Edward Bunker|Leslie Morris|Roy Brocksmith|Susan Krebs|
4674,Gregory Hines|Suzzanne Douglas|Savion Glover|Joe Morton|Dick Anthony Williams|Bunny Briggs|Steve Condos|Arthur Duncan|Pat Rico|Jimmy Slyde|Harold Nicholas|Jane Goldberg|
4675,Nick Nolte|Martin Short|Sarah Rowland Doroff|James Earl Jones|Alan Ruck|Kenneth McMillan|David Arnott|Bruce McGill|Lee Garlington|Sy Richardson|Rocky Giordani|Rick Hall|Bill Cross|Stanley Brock|John Procaccino|
4676,Shelley Long|Betty Thomas|Mary Gross|Stephanie Beacham|Audra Lindley|Edd Byrnes|Ami Foster|Carla Gugino|Heather Hopper|Kellie Martin|Emily Schulman|Tasha Scott|Aquilina Soriano|Jenny Lewis|
4677,Tom Hanks|Mare Winningham|Reginald VelJohnson|Scott Paulin|John McIntire|David Knell|Ebbe Roe Smith|Kevin Scannell|Joel Bailey|Mary McCusker|Ernie Lively|Clyde Kusatsu|Elaine Renee Bush|
4678,Victoria Jackson|Kevin McCarthy|Michael Richards|David Bowe|Stanley Brock|Anthony Geary|Trinidad Silva|Gedde Watanabe|Billy Barty|John Paragon|Fran Drescher|Sue Ane Langdon|David Proval|Grant James|
4679,John Candy|Jean Louisa Kelly|Gaby Hoffmann|Macaulay Culkin|Amy Madigan|Elaine Bromka|Laurie Metcalf|Jay Underwood|Brian Tarantina|Mike Starr|Suzanne Shepherd|William Windom|Dennis Cockrum|Joel Robinson|
4680,Nicolas Cage|Maria Conchita Alonso|Jennifer Beals|Elizabeth Ashley|Kasi Lemmons|Robert Lujan|Jessica Lundy|Johnny Walker|Boris Leskin|Michael Knowles|John Michael Higgins|Jodie Markell|Marc Coppola|David Hyde Pierce|Amy Stiller|
4681,Michael Douglas|Kathleen Turner|Danny DeVito|Sean Astin|Heather Fairfield|Peter Donat|Dan Castellaneta|Gloria Cromwell|Harlan Arnold|Mary Fogarty|Rika Hofmann|Patricia Allison|Peter Brocco|
4682,Julian Sands|Lori Singer|Mary Woronov|Richard Kuss|Allan Miller|Anna Levine|David Carpenter|Ian Abercrombie|Kenneth Danziger|Art Smith|Robert Breeze|Frank Renzulli|
4684,Mark Harmon|Madeleine Stowe|Lesley Ann Warren|Maria Holvoe|Mark Blum|Andrea Martin|Tony Longo|Alan Blumenfeld|Devin Ratray|David Brenner|Jon Korkes|Brad Hall|Shannon Lawrence|Todd Cameron Brown|Russ Bolinger|
4686,Andrew McCarthy|Jonathan Silverman|Terry Kiser|Troy Byer|Barry Bostwick|Tom Wright|Steve James|Novella Nelson|Phil Coccioletti|Gary Dourdan|James Lally|Michael Rogers|Stack Pierce|Constance Shulman|Jennie Moreau|
4687,Tom Courtenay|Wilfred Pickles|Mona Washbourne|Ethel Griffies|Finlay Currie|Gwendolyn Watts|Helen Fraser|Julie Christie|Leonard Rossiter|Rodney Bewes|George Innes|Leslie Randall|Patrick Barr|Ernest Clark|Godfrey Winn|
4688,Lothaire Bluteau|Aden Young|Sandrine Holt|August Schellenberg|Tantoo Cardinal|Billy Two Rivers|Lawrence Bayne|Harrison Liu|Frank Wilson|Jean Brousseau|Yvan Labelle|Raoul Max Trujillo|James Bobbish|
4690,Richard Gere|Gregory Hines|Diane Lane|Lonette McKee|Bob Hoskins|James Remar|Nicolas Cage|Allen Garfield|Fred Gwynne|Gwen Verdon|Lisa Jane Persky|Maurice Hines|Julian Beck|Novella Nelson|Laurence Fishburne|
4691,Lenore Zann|Maury Chaykin|Kate Lynch|Kevin King|John Walsch|Tim Choate|Jeff Pustil|Donna King|Alan MacGillivray|Florence Paterson|Karen Kennedy|Ken Ryan|Geoff Harrington|Al Foster|Hugh Orr|
4692,Rob Lowe|Jodie Foster|Paul McCrane|Beau Bridges|Lisa Banes|Jennifer Dundas|Seth Green|Wally Aspell|Nastassja Kinski|Joely Richardson|Wallace Shawn|Jobst Oriwol|Linda Clark|Nicholas Podbrey|Norris Domingue|
4696,George Hamilton|Lauren Hutton|Brenda Vaccaro|Ron Leibman|Donovan Scott|James Booth|Helen Burns|Clive Revill|Carolyn Seymour|Eduardo Noriega|Jorge Russek|Eduardo Alcaraz|Roberto Dumont|Jorge Bolio|
4697,Kevin Van Hentenryck|Terri Susan Smith|Beverly Bonner|Robert Vogel|Diana Browne|Lloyd Pace|Bill Freeman|Joe Clarke|Ruth Neuman|Richard Pierce|Sean McCabe|Dorothy Strongin|Kerry Ruff|Ilze Balodis|Tom Robinson|
4698,Douglas Henshall|Gary Lewis|Rosemarie Stevenson|Stephen McCole|Ann Swan|Gilbert Martin|Jan Wilson|Lenny Mullan|Malcolm Shields|June Brogan|Paul Doonan|Linda Jane Devlin|Lex Keith|Hugh Ferris|Joel Strachan|
4699,Antonio Banderas|Angelina Jolie|Thomas Jane|Jack Thompson|Gregory Itzin|Allison Mackie|Joan Pringle|Cordelia Richards|James Haven|Harry Porter|Fernando Torre Laphame|Shaula Vega|Lisa Owen|
4700,Julie Andrews|Anne Hathaway|Hector Elizondo|Heather Matarazzo|Mandy Moore|Caroline Goodall|Robert Schwartzman|Erik von Detten|Patrick John Flueger|Sandra Oh|Kathleen Marshall|Mindy Burbano|Kimleigh Smith|Elizabeth Gudenrath|
4701,Jackie Chan|Chris Tucker|John Lone|Ziyi Zhang|Roselyn Sanchez|Alan King|Harris Yulin|Kenneth Tsang|Lisa LoCicero|Maggie Q|Patricia Chan|Gelbert Coloma|Lucy Lin|Cindy Lu|
4703,Giulia Boschi|Laurent Arnal|Jean Bediebe|Emmanuelle Chaulet|Kenneth Cranham|Jacques Denis|Clementine Essono|Didier Flamand|Essindi Mindja|Donatus Ngala|
4704,John Wayne|Elsa Martinelli|Red Buttons|Bruce Cabot|Valentin de Vargas|Eduard Franz|Queenie Leonard|
4705,Ugo Tognazzi|Michel Serrault|Claire Maurier|Carmen Scarpitta|Benny Luke|Luisa Maneri|Michel Galabru|Venantino Venantini|Carlo Reali|Guido Cerniglia|Angelo Pellegrino|Vinicio Diamanti|Liana Del Balzo|
4706,Michel Serrault|Ugo Tognazzi|Marcel Bozzuffi|Michel Galabru|Paola Borboni|Benny Luke|Giovanni Vettorazzo|Glauco Onorato|Roberto Bisacco|Gianrico Tondinelli|Giorgio Cerioni|Nazzareno Natale|Antonio Francioni|Stelio Candelli|Mark Bodin|
4709,Lee Marvin|Clint Eastwood|Jean Seberg|Harve Presnell|Ray Walston|Tom Ligon|Alan Dexter|Benny Baker|Alan Baxter|Paula Trueman|Robert Easton|Geoffrey Norman|Terry Jenkins|
4710,John Wayne|Lauren Bacall|Ron Howard|James Stewart|Richard Boone|Bill McKinney|Harry Morgan|John Carradine|Sheree North|Rick Lenz|Scatman Crothers|Gregg Palmer|Alfred Dennis|Dick Winslow|
